DATE-TIME,sivt,givtc_desktop,mobileApp,givts_mobileWeb,givtt_desktop,givtb_mobileApp,givt,givtb_mobileWeb,givtt_mobileApp,sivt_mobileApp,givtc_mobileApp,desktop,givta_mobileApp,givtb_desktop,TOTAL,givts_mobileApp,mobileWeb,givtt_mobileWeb,givtc_mobileWeb,sivt_desktop,sivt_mobileWeb,givts_desktop,givta_mobileWeb,givta_desktop
2019-05-23-19,2680902,535940,29186712,11783,37976,0,852548,117,6,151578,20417,93651474,0,25062,211875591,2,89037405,72280,70921,1790464,738860,120812,0,22130
2019-05-23-20,2562816,494399,32453326,12585,38142,0,799642,518,4,164104,20723,93508553,0,22674,217461243,22,91499364,71762,72282,1625835,772877,108986,0,21966
2019-05-23-21,2633242,501776,33190495,10865,35890,0,813749,258,14,159382,19123,91946238,0,23482,220101413,0,94964680,71014,71340,1692942,780918,124356,0,22147
2019-05-23-22,2612413,508812,31280034,11408,33202,0,814087,307,13,154336,18748,84682240,0,22587,207626444,30,91664170,68518,70618,1691235,766842,123344,0,20259
2019-05-23-23,2297134,480593,25301663,13290,38483,0,784366,258,10,129424,15452,74879480,0,22475,183429727,0,83248584,65068,66408,1419333,748377,128576,0,19649
2019-05-24-00,2386953,460812,24020649,15133,39543,0,781216,301,36,151910,22115,73801788,0,25585,183989199,8,86166762,73700,71675,1507638,727405,125635,0,16556
2019-05-24-01,2221934,463090,19723945,14628,39018,0,765474,1464,18,131262,20208,72539342,0,28600,175999652,2,83736365,66099,65548,1423605,667067,127893,0,15231
2019-05-24-02,2178166,449279,17060939,13494,32141,5,729658,261,18,121284,17719,82061628,0,25591,175345779,0,76223212,62542,59271,1440195,616687,122997,0,12165
2019-05-24-03,2188315,408361,14790067,14616,41307,1,693645,186,12,109483,16365,89039913,0,32207,170682672,2,66852692,63129,56865,1434761,644071,125259,0,8336
2019-05-24-04,2117766,404043,15415152,14677,39355,0,692984,169,27,115996,17159,90719163,0,24702,168060339,0,61926024,61998,54806,1368137,633633,126511,0,21342
2019-05-24-05,2306477,398642,18905875,14518,42595,0,695191,154,52,132690,19396,96169594,0,17923,182853781,33,67778312,62832,55821,1494761,679026,125668,0,16415
2019-05-24-06,2319030,432488,25121907,14690,39441,1,752467,181,28,152275,24089,100456640,0,40673,209481555,0,83903008,64141,60769,1432930,733825,132845,0,20449
2019-05-24-07,2663886,511605,30163083,14426,42132,1,857535,243,21,177621,32751,115421261,0,22637,243705586,0,98121242,66522,74046,1663052,823213,137471,0,16167
2019-05-24-08,2927114,674877,31237719,15898,41410,5,1039502,387,15,200335,41113,142295895,0,20930,279439371,0,105905757,66437,85701,1854025,872754,132596,0,22372
2019-05-24-09,3117101,800542,31088171,16613,39900,0,1186155,200,27,210433,49530,164967089,0,20744,302425052,2,106369792,68682,95586,2063415,843253,130515,0,22892
2019-05-24-10,3047568,848105,30484761,15376,43762,0,1249167,237,34,212632,53428,173971498,0,20741,308097243,54,103640984,69741,91240,2083651,751285,141647,0,25102
2019-05-24-11,3083328,895874,29838721,14820,40497,0,1300443,150,9,211636,56450,174341122,0,24841,306165289,0,101985446,74712,94957,2157140,714552,142087,0,23523
2019-05-24-12,3120618,903216,32814367,15234,38548,1,1297220,274,21,235176,58466,167207240,0,23519,304758945,0,104737338,75758,98378,2172016,713426,128188,0,26737
2019-05-24-13,2983756,853258,32845113,14161,39524,1,1220443,237,102,204852,51443,156133794,0,22659,292443623,1,103464716,69784,93871,2081836,697068,121046,0,18984
2019-05-24-14,2944080,799054,34245166,15684,41509,1,1155330,283,63,203433,46164,146460819,0,24332,285305063,2,104599078,67197,84957,2065016,675631,120377,0,19136
2019-05-24-15,2871554,738440,35781768,13379,40550,0,1073371,174,31,189504,36206,139196929,0,22534,283165826,0,108187129,73719,84066,1966780,715270,113981,0,21104
2019-05-24-16,2758082,646904,36303392,15088,36677,1,969315,392,7,182895,31629,127198505,0,27979,275072595,6,111570698,72657,78388,1830687,744500,111490,0,19096
2019-05-24-17,2705365,537077,34156807,15106,35854,2,845932,175,2,177262,27519,107817961,0,25224,254104724,3,112129956,68016,73675,1741870,786233,117084,0,17487
2019-05-24-18,2518334,446991,31141617,13553,31788,1,723043,163,12,171428,22671,88505244,0,28746,218884251,0,99237390,62841,66735,1596389,750517,103924,0,16579
2019-05-24-19,2427125,389466,30373990,12578,32830,0,667317,230,9,172844,21688,79035428,0,22521,198072365,2,88662947,66358,63567,1521939,732342,109013,0,13959
2019-05-24-20,2365984,324380,32302694,12802,35425,0,602118,308,11,169767,21092,75537197,0,24913,196257599,0,88417708,68646,62599,1440595,755622,105157,0,12877
2019-05-24-21,2385380,318602,32816577,12623,34819,0,594869,325,19,161514,19470,73332272,0,25472,195163545,0,89014696,66447,64432,1473960,749906,108729,0,16460
2019-05-24-22,2258774,297415,30324928,12045,38321,0,567937,215,7,153621,18447,67797177,0,23733,184894441,0,86772336,68033,62829,1370114,735039,105283,0,11457
2019-05-24-23,2209480,304252,26343547,11367,38068,0,577168,212,6,140126,16285,60711752,0,25023,167041940,2,79986641,67201,62124,1358438,710916,112358,0,16322
2019-05-25-00,2270585,297859,24978660,12470,35891,2,576443,300,54,170513,24588,60380625,0,25391,166123539,6,80764254,68230,63513,1376950,723122,106530,0,10799
2019-05-25-01,2214419,300387,21122935,14876,33183,1,569225,420,69,152416,22607,57612741,0,23538,159985368,17,81249692,64241,59910,1357113,704890,107445,0,15790
2019-05-25-02,2213665,286183,19321752,17615,34301,0,551200,236,63,139735,18393,60084935,0,26043,163758087,59,84351400,67217,58588,1354753,719177,100117,0,11574
2019-05-25-03,2087502,268411,17292926,14856,36394,0,520049,145,36,118990,14939,63013930,0,18484,161603639,19,81296783,62535,53470,1283376,685136,105680,0,8220
2019-05-25-04,1922854,264762,15848100,13679,39169,0,514120,137,5,116380,15380,61798001,0,17171,148403853,4,70757752,61173,49608,1194029,612445,102022,0,13695
2019-05-25-05,2023014,281156,16930696,13620,38234,0,534448,140,47,122819,15129,64320119,0,16041,149836760,6,68585945,63735,49815,1265392,634803,106388,0,17473
2019-05-25-06,2095242,278103,20403797,14751,36207,0,549093,139,17,136675,18201,68113992,0,16925,166674582,5,78156793,65248,52883,1285528,673039,116716,0,12657
2019-05-25-07,2220166,270625,25230114,14836,33145,9,539690,216,16,149572,20666,76973270,0,19536,197910660,8,95707276,65473,57803,1289776,780818,109946,0,9925
2019-05-25-08,2340862,274988,28682970,13194,36970,0,565319,456,19,167249,23825,87566502,0,26880,224870320,16,108620848,67428,62015,1314200,859413,108587,0,10099
2019-05-25-09,2426367,289141,30813289,13855,31464,0,572322,206,15,179705,27140,95320610,0,19689,238447214,27,112313315,66089,64938,1418991,827671,112338,0,10478
2019-05-25-10,2408707,303598,31422909,14142,36493,1,588670,198,18,175621,26467,100736870,0,20810,244055172,39,111895393,68272,63016,1443987,789099,104025,0,17346
2019-05-25-11,2343488,307775,31347555,15349,37364,13,586085,183,12,177031,27736,103857320,0,21209,244801855,0,109596980,67113,61865,1420045,746412,91759,0,11788
2019-05-25-12,2269719,332101,32605315,15466,38616,0,612703,112,10,185591,26479,103652192,0,22274,244185580,0,107928073,65552,61482,1391475,692653,91676,0,16336
2019-05-25-13,2237206,302050,31892826,14522,35914,0,578399,139,9,165929,24837,97571079,0,21027,233743623,1,104279718,65348,60124,1416160,655117,97342,0,11232
2019-05-25-14,2251875,316644,32117690,16840,39970,0,601244,130,25,162563,22765,93670153,0,26610,231062814,0,105274971,66823,58977,1438470,650842,99122,0,15818
2019-05-25-15,2211880,289193,32163623,14305,36474,2,564577,127,56,159408,21166,91294942,0,23579,229996383,0,106537818,64722,57824,1396069,656403,98355,0,10866
2019-05-25-16,2218459,301203,32029197,14633,36471,3,577523,185,28,153870,19098,88871426,0,30563,232127119,1,111226496,65214,59456,1369957,694632,97116,0,15760
2019-05-25-17,2222493,284467,31091641,12107,36008,1,551258,454,32,149549,18910,82256729,0,30237,224372853,0,111024483,63678,60041,1333368,739576,92495,0,8997
2019-05-25-18,2196783,275316,29411918,11659,35196,0,525963,177,16,151670,17893,74945691,0,26304,204183533,0,99825924,63441,57626,1325008,720105,81636,0,15434
2019-05-25-19,2165555,262075,28638029,13402,33849,0,528229,179,10,149365,17629,70386371,0,29547,188986623,6,89962223,63065,56957,1313435,702755,97174,0,8636
2019-05-25-20,2210031,268277,31336151,13195,38200,1,540551,374,14,156634,18134,69369879,0,27221,189692958,0,88986928,69742,58777,1328015,725382,91138,0,10397
2019-05-25-21,2218623,256124,31543846,13232,36530,2,518600,425,15,150821,16645,68219391,0,23094,188993014,0,89229777,67961,57744,1333950,733852,91020,0,11427
2019-05-25-22,2195910,254540,29431448,12763,35619,0,514459,477,7,142440,16390,64149490,0,24981,179510476,6,85929538,68324,56162,1345675,707795,90035,0,16146
2019-05-25-23,2146736,256645,26126852,12456,38597,3,520755,576,11,133411,14440,56963558,0,24512,161812649,0,78722239,68743,57722,1319094,694231,90721,0,14397
2019-05-26-00,2082520,277996,23876655,12240,34495,0,539678,612,38,151342,17660,56100087,0,29608,157941142,2,77964400,68834,56183,1226708,704470,91350,0,19236
2019-05-26-01,2070360,291695,19825785,13247,36935,1,553246,1220,29,134534,15693,53685589,0,41388,150376199,0,76864825,63699,54763,1222230,713596,99535,0,17057
2019-05-26-02,1990852,274493,17342328,13880,34807,4,525388,366,13,118500,15036,54817090,0,28445,153554640,0,81395222,64382,52363,1190771,681581,93467,0,20332
2019-05-26-03,2003989,257584,16049507,14624,38323,0,507852,197,18,110535,13726,58614028,0,22579,157368359,4,82704824,65574,48647,1189488,703966,94144,0,17930
2019-05-26-04,1904872,250301,14842190,15796,35086,0,491443,186,15,104378,13611,59894021,0,15453,153508505,0,78772294,59111,47023,1129078,671416,94291,0,22516
2019-05-26-05,1898365,242099,15524014,15409,42575,0,498380,141,10,111799,15657,62363732,0,17844,153161921,2,75274175,62385,45721,1137361,649205,94084,0,17549
2019-05-26-06,2095775,269073,18238483,15098,32623,1,519784,197,16,116295,17120,66413886,0,16554,166405888,0,81753519,60816,47786,1214300,765180,97980,0,26384
2019-05-26-07,2245474,274054,22787114,15042,32307,0,530457,214,15,130064,19327,73885141,0,20971,193198075,0,96525820,57868,51576,1254873,860537,96993,0,21815
2019-05-26-08,2369583,293065,26830419,14551,35258,7,569315,388,9,148927,21968,83209358,0,23303,220857353,0,110817576,60192,55506,1363537,857119,102579,0,26010
2019-05-26-09,2403554,289362,30374982,14427,36870,1,566208,200,14,170127,24053,89479271,0,19299,237904721,4,118050468,58464,57381,1381801,851626,102845,0,20713
2019-05-26-10,2306332,305066,31194482,13638,29511,3,568253,200,6,172360,23772,95010567,0,19348,246001626,16,119796577,60922,43900,1399931,734041,98550,0,25035
2019-05-26-11,2146938,311252,30772934,14239,33328,1,582587,208,12,172665,23597,100487875,0,19851,252655541,0,121394732,64247,40888,1340573,633700,102875,0,21047
2019-05-26-12,2130573,298751,32519842,16307,37567,0,569012,182,4,182900,22934,101487789,0,18284,253897823,0,119890192,59972,42568,1330386,617287,96764,0,24517
2019-05-26-13,2081396,292690,32242255,17416,36746,0,562015,151,7,168857,21752,99510990,0,19357,249367621,0,117614376,60971,42743,1297731,614808,97093,0,20489
2019-05-26-14,2071880,300121,32731632,15753,34704,3,564439,204,16,159903,19706,97720837,0,20669,250719397,0,120266928,62557,41535,1311453,600524,98238,0,24910
2019-05-26-15,2073084,292982,32435740,14487,35698,1,560452,223,9,154069,18291,96655689,0,23571,249977403,0,120885974,61979,41135,1303385,615630,99933,0,20551
2019-05-26-16,2157682,319533,31999317,15335,34430,0,588977,274,6,148355,17148,94178436,0,31161,249572097,0,123394344,58680,42478,1353432,655895,97373,0,24499
2019-05-26-17,2213679,331345,31115624,13697,32980,1,601970,143,15,142101,17234,88388206,0,23896,237185746,0,117681916,61472,42897,1389870,681708,106515,0,20813
2019-05-26-18,2205666,364865,28854258,10716,35752,2,631090,200,2,136932,16022,83247297,0,22307,215506535,4,103404980,61279,42892,1409610,659124,104580,0,24508
2019-05-26-19,2208055,393087,27489149,11509,33771,0,665716,175,12,135487,16182,81182632,0,22344,199041086,3,90369305,61542,42663,1457969,614599,112346,0,15993
2019-05-26-20,2258050,426673,29970339,11543,34249,0,688784,292,3,139151,16385,83890942,0,25396,203757780,0,89896499,60972,44241,1496472,622427,99810,0,22488
2019-05-26-21,2284771,439407,29454499,11177,33432,1,706425,441,7,130850,14896,84162383,0,23844,202983031,0,89366149,62645,44105,1521725,632196,105231,0,20837
2019-05-26-22,2279348,458337,27158209,12369,37007,1,719492,370,7,126260,13825,80970851,0,22660,195816499,1,87687439,63029,43053,1518861,634227,97005,0,22868
2019-05-26-23,2218007,439148,23040156,13120,32733,4,697219,321,8,116006,11183,73846693,0,23420,180218787,0,83331938,64258,39393,1468955,633046,102409,0,19351
2019-05-27-00,2277757,425051,23655132,15119,34997,5,689973,319,29,152280,14839,74369316,0,25668,184278125,0,86253677,63967,42264,1455186,670291,99561,0,21109
2019-05-27-01,2219168,415717,19071963,15050,33330,0,672626,565,16,133989,15559,74345964,0,26727,177461108,0,84043181,59000,39650,1450614,634565,105202,0,20997
2019-05-27-02,2243638,412797,15899968,13307,37777,0,662629,247,14,122161,15112,85375499,0,24678,179740908,2,78465441,59237,35632,1534429,587048,96652,0,23059
2019-05-27-03,2155430,353664,13888147,14830,42824,1,613870,129,16,104060,12709,93167962,0,26756,180020019,4,72963910,62275,31703,1490905,560465,98404,0,23607
2019-05-27-04,2260009,323741,13411756,12820,34265,0,579866,107,12,107439,13695,91526578,0,26892,173441252,0,68502918,57798,29515,1618070,534500,105439,0,26168
2019-05-27-05,2236764,319543,14630661,13243,35376,0,583429,145,17,117758,15422,93180953,0,31606,176488470,0,68676856,61106,29980,1568244,550762,99076,0,24254
2019-05-27-06,2330414,344031,18220383,14569,41265,0,626299,153,7,129356,17890,95881023,0,23345,194855108,7,80753702,65811,34515,1594600,606458,107428,0,27492
2019-05-27-07,2331315,328088,22651255,15733,36977,0,621655,192,21,145309,19983,104241879,0,25400,223385729,0,96492595,71151,40322,1510083,675923,105366,0,21004
2019-05-27-08,2403391,337365,25888628,16471,33646,0,620980,222,12,158134,21872,116857874,0,25651,253283144,3,110536642,62755,40609,1500244,745013,103635,0,22207
2019-05-27-09,2537600,349478,28347600,15573,32516,1,635211,159,23,174717,24224,130032404,0,20766,277813266,1,119433262,69204,46492,1578875,784008,99271,0,18712
2019-05-27-10,2492829,384154,30167286,14895,36244,0,675937,162,14,176820,23491,136575474,0,20625,287490286,13,120747526,74164,56762,1591641,724368,101896,0,32091
2019-05-27-11,2345773,363955,31272295,14463,32352,0,652491,130,11,180140,22322,133707291,0,20680,281969071,1,116989485,73056,59960,1501051,664582,108985,0,20878
2019-05-27-12,2373286,365122,32590754,14830,37204,1,655043,191,14,196327,24228,128309208,0,26055,279428660,2,118528698,67563,59170,1526102,650857,100281,0,24166
2019-05-27-13,2275962,343462,32552252,14913,38273,0,625194,129,11,175473,22559,118895136,0,21668,265895009,0,114447621,67129,56611,1493838,606651,99845,0,20390
2019-05-27-14,2296739,346319,34269779,16526,37521,0,627757,192,13,170981,21747,115720299,0,20140,269850407,9,119860329,67969,56773,1493088,632670,103767,0,23561
2019-05-27-15,2295908,347639,34865201,16398,35799,0,630448,141,12,167446,19579,113126294,0,21356,270900304,5,122908809,69238,58635,1477793,650669,105101,0,21085
2019-05-27-16,2318841,352779,33175593,20405,36211,0,640265,167,6,157789,19281,107471003,0,27221,263980354,3,123333758,67073,57166,1468502,692550,103157,0,22941
2019-05-27-17,2303065,342602,32025990,16391,38121,0,621151,190,10,155836,17051,96397356,0,22562,243350013,0,114926667,68405,58814,1456727,690502,98953,0,17947
2019-05-27-18,2285628,372198,29918670,13194,35562,0,636149,180,8,147229,16133,89222905,0,22028,219593534,0,100451959,70566,57288,1468538,669861,92230,0,17926
2019-05-27-19,2302572,406865,28681409,13682,34849,0,683540,140,17,145135,17095,87646724,0,23020,206446964,2,90118831,69562,59145,1524114,633323,102955,0,16393
2019-05-27-20,2393086,417132,31905698,12823,38764,3,692106,562,7,146241,17161,90813485,0,28531,214010842,0,91291659,68866,60594,1594799,652046,92989,0,17938
2019-05-27-21,2436794,444717,31017346,12127,37563,1,713877,461,9,138249,16276,89778779,0,25025,212592679,5,91796554,69738,58887,1645219,653326,94200,0,16803
2019-05-27-22,2455318,487819,28778902,12344,38475,2,754971,468,8,132229,15148,84083321,0,20530,201845813,0,88983590,70139,58838,1675666,647423,97650,0,14428
2019-05-27-23,2293692,455852,23167732,13344,37588,9,727647,385,16,117049,12077,74720359,0,21934,178240517,0,80352426,68328,56160,1534161,642482,105404,0,16475
2019-05-28-00,2217195,429480,22973281,15611,40670,0,711677,509,29,140869,15189,74992088,0,24898,181900594,0,83935225,73298,56295,1442232,634094,104846,0,11393
2019-05-28-01,2091796,418971,18914898,15152,34052,0,686067,537,17,125070,15499,74092705,0,25900,173048187,0,80040584,68560,52127,1372041,594685,103069,0,12886
2019-05-28-02,2104026,410642,15782279,15690,34239,0,669884,297,17,112402,14159,83528775,0,23589,173021231,2,73710177,67922,49787,1419988,571636,104600,0,18434
2019-05-28-03,2055000,357312,14126081,14369,43328,0,635493,157,11,105417,13082,92289892,0,30364,173417780,1,67001807,72592,46306,1399403,550180,104239,0,17777
2019-05-28-04,2044092,336502,14011371,13802,44711,0,607663,128,10,114863,15095,93330117,0,21169,168732565,0,61391077,71989,43485,1386194,543035,105926,0,20235
2019-05-28-05,2132554,334627,17776367,14597,42826,0,617349,175,23,131998,17097,98581692,0,27124,183684877,0,67326818,71566,44574,1419456,581100,108700,0,18211
2019-05-28-06,2295713,370672,24269889,14330,40456,0,671555,203,23,160414,20578,107529034,0,28110,216987079,1,85188156,71218,51031,1482273,653026,115901,0,15365
2019-05-28-07,2557108,470833,27581751,13160,41810,0,806330,212,24,177349,27600,125306900,0,26956,251776622,5,98887971,76206,64265,1660542,719217,126324,0,21495
2019-05-28-08,2898972,629796,27661678,14497,39853,0,969977,162,37,194332,35975,153703564,0,31119,283678328,1,102313086,68781,71661,1956720,747920,117193,0,14642
2019-05-28-09,3135408,761123,28045922,15660,40884,1,1114989,378,12,207903,42249,177921899,0,29611,308501070,37,102533249,72273,78555,2191731,735774,112245,0,19433
2019-05-28-10,3223667,851009,28066689,16057,39636,0,1209743,181,23,207408,44830,192944163,0,25195,321661963,6,100651111,72020,81104,2317698,698561,117214,0,13794
2019-05-28-11,3252756,913557,27975028,14815,42452,0,1280662,198,71,211954,45615,197351209,0,23805,326133091,6,100806854,74944,81463,2370655,670147,119099,0,17463
2019-05-28-12,3249181,932310,29411311,14192,41122,0,1308085,168,57,216975,44537,189564749,0,23717,323378555,1,104402495,77041,85749,2364914,667292,123258,0,12641
2019-05-28-13,3165992,909983,30792261,14766,36521,0,1268272,120,39,197942,44995,176550701,0,22600,313337191,4,105994229,66511,86355,2323776,644274,118888,0,16777
2019-05-28-14,3085797,862425,31699861,15910,37563,0,1218960,141,24,195301,41728,170145122,0,23170,309989493,2,108144510,74478,80866,2255990,634506,120874,0,11762
2019-05-28-15,3046491,843544,32515486,13585,38254,0,1196358,218,33,181540,35694,165472387,0,36410,309532407,2,111544534,76830,77279,2208768,656183,119778,0,9207
2019-05-28-16,3015848,784348,32843755,14352,39754,0,1116436,143,48,175468,30759,156795728,0,27103,304934034,0,115294551,74931,74228,2154104,686276,110207,0,7938
2019-05-28-17,2778478,639786,31701507,11859,38114,0,951987,145,12,168709,24910,130374973,0,27342,274890077,0,112813597,73001,64793,1921655,688114,113235,0,13693
2019-05-28-18,2623827,545611,30498708,12630,38635,1,843466,180,14,156520,19987,109513954,0,26454,240993982,0,100981320,75862,61585,1773483,693824,106285,0,6209
2019-05-28-19,2540382,503585,29548276,13801,36736,0,801040,203,8,147888,19670,99079765,0,24919,219765862,4,91137821,73132,58685,1731488,661006,110758,0,7048
2019-05-28-20,2511865,467310,32962503,13221,38544,1,754880,285,11,155733,18581,95412530,0,24841,219398227,0,91023194,73968,55973,1693327,662805,102691,0,13253
2019-05-28-21,2548461,474029,31085270,11884,36782,0,754768,350,14,143097,16578,93255996,0,29230,216620480,0,92279214,72966,54533,1731379,673985,100059,0,10794
2019-05-28-22,2451985,495311,27162481,12561,37451,0,775247,296,9,132168,14962,86344557,0,23117,201178001,0,87670963,73719,55756,1653414,666403,105721,0,11102
2019-05-28-23,2260624,454262,22158961,12845,35052,1,728434,448,13,119180,13283,75159537,0,23452,174771414,1,77452916,70459,48740,1513571,627873,113219,0,10100
2019-05-29-00,2383438,431387,22700514,12921,41377,0,720557,433,49,152076,15716,75208960,0,28176,180836585,11,82927111,72909,51588,1589586,641776,109590,0,12670
2019-05-29-01,2220522,424362,18687519,12989,37109,0,699570,1067,40,135139,14643,73904812,0,24869,170442002,0,77849671,68814,49731,1506221,579162,115803,0,6015
2019-05-29-02,2224897,426790,16777935,13290,37046,0,705059,1015,26,131718,15280,83123660,0,23712,172914779,0,73013184,68302,46496,1539930,553249,120433,0,7328
2019-05-29-03,2117522,398264,15375390,14338,41492,0,663777,117,19,124327,15056,90772144,0,19329,172439666,0,66292132,69313,42319,1461091,532104,108686,0,14895
2019-05-29-04,2086562,360567,15069542,15940,42594,2,633957,133,32,125697,15943,92336645,0,20903,170390733,8,62984546,68543,39683,1435145,525720,111853,0,7600
2019-05-29-05,2179984,368903,19130075,15185,40719,0,647942,117,24,148379,17556,95952092,0,19855,183047770,6,67965603,69539,42798,1433997,597608,111831,0,15514
2019-05-29-06,2364151,413441,25245185,15053,42417,0,710841,117,23,162536,18688,103865930,0,28630,217304799,9,88193684,64951,48478,1498224,703391,128083,0,10593
2019-05-29-07,2650868,501343,28535280,14597,41598,0,818324,204,14,179251,26870,123924417,0,19379,255430751,12,102971054,74540,57674,1725603,746014,118833,0,15460
2019-05-29-08,2952139,647978,28974529,13961,44085,0,995352,195,9,196535,35264,153676497,0,22579,286219145,9,103568119,73871,68915,2003551,752053,125390,0,11232
2019-05-29-09,3165287,751562,29221934,14220,45744,2,1115553,268,19,213059,41629,172933436,0,23557,304613890,4,102458520,72211,74164,2207612,744616,127250,0,15344
2019-05-29-10,3266325,853708,30151796,14629,43391,2,1239093,124,13,226129,49573,182750817,0,24157,315327590,36,102424977,78723,85640,2299231,740965,133028,0,11819
2019-05-29-11,3350367,976261,31089680,14681,46184,1,1368227,195,21,230367,53197,185950055,0,19416,318257114,1,101217379,80031,91213,2438987,681013,128531,0,14866
2019-05-29-12,3355096,982780,32125721,15166,45542,20,1381416,148,75,238826,53985,181171763,0,21699,318780614,2,105483130,77684,95290,2442426,673844,126621,0,9152
2019-05-29-13,3276013,960036,32244588,15147,36401,4,1340381,137,19,219567,51779,170161185,0,20658,307217650,0,104811877,76033,94486,2409178,647268,123466,0,12181
2019-05-29-14,3189555,937545,33635670,16864,38527,0,1307746,154,29,209515,49745,165779533,0,19936,306798205,0,107383002,73842,87006,2328718,651322,123985,0,11443
2019-05-29-15,3167355,915225,34774394,14948,39092,0,1276814,153,44,204591,42215,162336537,0,23487,310211178,0,113100247,74738,83044,2297057,665707,121524,0,11009
2019-05-29-16,3157400,867189,35135149,15275,38659,0,1213068,149,9,190490,34420,151961782,0,29339,307181248,1,120084317,75732,79760,2247882,719028,117724,0,8874
2019-05-29-17,2934896,690193,34632195,12373,36497,2,1020630,187,20,175415,26898,128356572,0,29710,281091142,0,118102375,72947,72684,2011177,748304,126592,0,13002
2019-05-29-18,2724802,584310,31984691,11925,39931,1,891012,162,12,189163,21655,107333335,0,24832,242918426,5,103600400,72486,65571,1815014,720625,112742,0,10776
2019-05-29-19,2622769,547939,29835499,12764,37341,0,862133,204,15,147803,18478,99304798,0,24808,223811691,4,94671394,75171,65580,1771887,703079,121078,0,6207
2019-05-29-20,2587824,496751,31312372,12360,40357,0,793550,334,22,150130,17756,95199111,0,27537,218931433,0,92419950,74912,61753,1743114,694580,105451,0,14397
2019-05-29-21,2630438,495636,31710472,13165,41267,2,799624,380,7,147864,17015,92208519,0,24975,218241091,1,94322100,75324,62998,1765085,717489,111952,0,9805
2019-05-29-22,2526342,513275,29215699,13025,40902,1,808628,282,22,142436,16609,86084134,0,23659,206946276,7,91646443,76697,60956,1679119,704787,108078,0,7590
2019-05-29-23,2387406,502506,23668626,12293,36536,0,792944,567,20,122415,12925,75183660,0,28462,180392275,0,81539989,70430,56643,1583678,681313,119269,0,13159
2019-05-30-00,2362273,463679,21218444,12308,35405,0,747683,471,65,132474,14356,74323476,0,21385,178303720,5,82761800,71428,56296,1576084,653715,119944,0,10892
2019-05-30-01,2275255,460666,18185572,13188,39325,0,743297,1651,15,120466,14060,69667228,0,27956,167934639,7,80081839,69860,52182,1553152,601637,118358,0,14550
2019-05-30-02,2197808,434856,16746452,14707,38762,0,717041,335,12,113110,13121,74321342,0,27074,170220230,58,79152436,70585,49497,1482330,602368,115246,0,11150
2019-05-30-03,2142366,397259,15843137,16614,41244,1,677581,187,12,110015,11790,81241538,0,20122,171101159,14,74016484,69410,47736,1444776,587575,121379,0,14433
2019-05-30-04,2139314,371352,15588418,16011,40513,0,644670,289,22,112657,13237,82431991,0,18815,164524631,43,66504222,66905,45897,1424428,602229,116132,0,11449
2019-05-30-05,2193972,380958,18258041,14012,43021,1,674162,682,22,122031,14309,86377486,0,19025,176220629,14,71585102,72389,48647,1405620,666321,123648,0,14790
2019-05-30-06,2328361,413277,24023971,16097,36988,0,699319,511,16,144286,17201,94448999,0,32101,205661586,4,87188616,67971,51291,1472602,711473,118405,0,9462
2019-05-30-07,2607818,524227,28264740,15402,38774,2,843853,697,30,168153,25610,112070035,0,23380,241553711,16,101218936,70703,63208,1662202,777463,123357,0,11599
2019-05-30-08,2951003,688520,28852560,15461,42161,0,1043223,961,30,182560,32220,141091313,0,23172,274095843,14,104151970,72253,79573,1979018,789425,126534,0,12764
2019-05-30-09,3158858,804178,28583932,14573,44414,1,1185576,495,9,193776,38046,162113110,0,27858,293479344,3,102782302,73956,85670,2206575,758507,133029,0,6881
2019-05-30-10,3122709,842462,29036268,13170,42591,4,1228988,435,41,201358,41648,173581889,0,23306,304677936,7,102059779,77917,79796,2217924,703427,140451,0,14298
2019-05-30-11,3116295,891744,28905292,14581,42692,1,1273586,688,50,199272,42178,178453084,0,29686,307720544,35,100362168,77178,79899,2255557,661466,131005,235,10521
2019-05-30-12,3162750,942026,30537196,15609,49864,0,1347077,377,122,218164,43579,174464189,0,24317,308756889,6,103755504,82365,84213,2290338,654248,132976,1105,6750
2019-05-30-13,3051723,907769,30137610,16044,43529,0,1288364,426,29,191562,40636,166476275,0,22394,300561300,16,103947415,76680,81997,2206895,653266,126559,1614,14399
2019-05-30-14,2942186,855604,30674692,17778,41736,0,1225196,448,14,167864,35936,160720019,0,26522,296199697,8,104804986,76649,76561,2131077,643245,117691,5129,9516
2019-05-30-15,2946541,828523,32445461,15846,42188,0,1196271,367,18,168251,33699,157401122,0,24588,297492427,11,107645844,79941,70665,2120553,657737,120417,7114,6970
2019-05-30-16,2999022,834304,31751009,15994,37743,1,1175132,376,6,157328,27209,146337404,0,58663,289522510,13,111434097,71814,74163,2137627,704067,121009,2926,14832
2019-05-30-17,2836811,711857,31326373,13651,33440,2,1033828,242,20,152254,23107,122737375,0,91313,264012905,2,109949157,72921,78269,1959744,724813,122315,3002,10101
2019-05-30-18,2594807,568396,29268342,12347,41446,2,871203,226,15,150785,19308,102927759,0,24252,230797325,3,98601224,74178,69580,1731031,712991,107840,5352,14930
2019-05-30-19,2581597,536617,29739433,12530,36453,1,845905,203,10,154719,19934,96688211,0,22582,217401251,3,90973607,72436,67393,1739448,687430,121657,4685,7759
